Audio Path,Type of Current
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130717_Audio/drums_louder_65.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-130856_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131032_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131203_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131333_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-131708_Audio/drums_louder_65.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-133958_Audio/drums_louder_65.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134158_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134338_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134535_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134755_Audio/drums_louder_60.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-134937_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_0.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_10.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_15.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_20.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_25.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_30.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_35.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_40.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_45.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_5.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_50.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/AC/240923-135113_Audio/drums_louder_55.wav,AC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141457_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141653_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141756_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-141907_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142003_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_40.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_45.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142117_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_25.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_30.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_35.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142221_Audio/drums_louder_5.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142311_Audio/drums_louder_0.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142311_Audio/drums_louder_10.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142311_Audio/drums_louder_15.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142311_Audio/drums_louder_20.wav,DC
prediccion_etiqueta_usg/05s/audio/train/Placa_6mm/E6013/DC/240912-142311_Audio/drums_louder_25.wav,DC
